index	year	month	location	news
63258	2011	11	pakistan	An unidentified young man was shot dead in a sectarian attack in Ghazi Goth near Murghi Khana stop within the limits of Manghopir Police Station while returning from afternoon prayers from Rehmania Mosque. He said that sectarian killings might be the motive behind the incident.
8873	2015	8	pakistan	Meanwhile, a pro Government armed group of the Zakhakhel tribe, Tauheedul Islam (TI), beheaded three men from a rival group for allegedly planting a bomb outside a mosque in Zakhakhel Bazaar in Khyber Agency on August 24, reports Dawn. Sources close to TI, the so called Zakhakhel peace committee, said they had taken the men hostage’ before the month of Ramazan and found them responsible for planting an explosive device outside a mosque frequented by the Tauheedul Islam’s leaders. The device was defused by the Tauheedul Islam’s activists.
40172	2012	5	india	A group of unidentified militants raided a Police post guarding residential houses of Pandit families in Padgachoo village in Shopian District and snatched two service rifles of Policemen deployed on guard duty there. Two Policemen on duty were suspended and two Special Police Officers (SPOs) were terminated immediately after the incident and a massive search operation has been launched to trace out the militants responsible for rifle snatching.
57249	2011	8	india	During a search operation on August 27, Police recovered five powerful landmines planted by the Communist Party of India Maoist (CPI Maoist) cadres under a culvert on a road near Pilpilo More under Navadih Police Station in Bokaro District, reports The Times of India. The landmines weighing about 20 kilograms were in active position. A bomb disposal squad later destroyed the landmines.
2177	2015	3	india	Union Home Minister (UHM) Rajnath Singh on March 19 reiterated his faith in the patriotism of Indian Muslims and asserted that influence of Islamic State (IS) was negligible on Indian youth, reports The Times of India. He, however, cautioned the global community on the appeal of IS among the young and educated and found the threat of do it yourself lone wolves real. Singh said, Influence of Islamic State on the Indian youth is negligible as just a handful of Indian youth have joined the ISIS and some have also returned after being persuaded by their families. The failure of ISIS to attract Indian Muslims is due to the complete integration of Indian Muslims into the national mainstream. Indian Muslims are patriots and are not swayed by fundamentalist ideologies. India as a country is proud of all its diversity. Singh, however, cautioned the audience about the influence of internet in spreading the ideology and said that the appeal of ISIS to the young, educated people, in spite of its medieval ideology, is a cause for concern to the global community. ISIS are adept at using the latest technologies to propagate their beliefs and deeds. They extensively use modern technology to reach out to wider audience with susceptible minds. The menace of terrorism is greatly amplified in today s digital world. Today a lone wolf or a DIY (Do It Yourself) Terrorist can go online and learn how to carry out an attack without ever leaving home. We have recently constituted an expert committee to look into all possible avenues of cybercrime and its linkages with the terrorist world, Singh added.
54442	2011	3	india	Indian Express reports that six cadres of the Communist Party of India Maoist (CPI Maoist) were killed and one Special Auxiliary Police (SAP) personnel identified as Shiv Sharan Yadav was injured in an encounter between the Security Forces (SFs) and the Maoists in Dharmaha village under the Kalyanpur Police Station in East Champaran District on March 13. East Champaran Superintendent of Police (SP) Ganesh Kumar led the joint forces comprising Bihar Military Police (BMP), (SAP), Central Reserve Police Force (CRPF) and Special Task Force (STF) troopers following information that a group of over 100 Maoists had assembled at the village, sources said. The over 12 hour long encounter ended at 4 00 am on Monday March 14 , Director General of Police (DGP) Neelmani said. The bodies of all the six CPI Maoist have been recovered while eight other CPI Maoists, including three women, have been arrested. SFs have also recovered 14 weapons comprising five SLRs, eight Police rifles and one .315 rifle, besides explosives and ammunition from the spot, the DGP added.
23831	2013	8	bangladesh	JeI and its student wing Islami Chhatra Shibir (ICS) on August 1 brought out protest marches and vandalised around a dozen vehicles across the country shortly after the HC declared the party’s registration with the EC illegal, reports The Daily Star. In Dhaka city, around 70 JeI ICS cadres brought out a sudden procession and vandalised a private car and a bus near Kamalapur Railway Station. In Pabna District, several hundred JeI ICS cadres damaged several vehicles barricading Dhaka Pabna highway. In Bogra District, JeI ICS cadres set a bus on fire in Jhopgari area and vandalised several vehicles, including a Bangladesh Road Transport Corporation (BRTC) bus. In Satkhira District, the JeI ICS cadre vandalised a truck and a pickup on the outskirts of Satkhira city.
47762	2012	5	pakistan	A bullet riddled dead body of missing journalist Razzaq Gul was found in a deserted area of Singani Sar area, near Turbat city in Kech District on May 19, reported Central Asia Online. Razzaq Gul, a correspondent for Express News, was abducted near his house on May 18, 2012. Balochistan Union of Journalists staged a protest demonstration outside the Quetta Press Club on May 20 to condemn the killing of journalist Razz Gull.
2126	2015	3	india	On March 16, asserting that terror groups like Lashkar e Taiba (LeT) cannot remain active in Afghanistan without systematic state support from beyond its borders, India has asked the United Nations Security Council (UNSC) to act against this security threat with a sense of urgency, reports NDTV. India told the UNSC that the main source of instability in Afghanistan is terrorism and not ethnic rivalries. Expressing concern over the security situation inside Afghanistan, India has cited UN Secretary General Ban Ki moon s latest report which said the number of security incidents in Afghanistan was the second highest in 2014 after 2011 when al Qaeda leader Osama bin Laden was neutralised. The Secretary General s report substantiates our view that it is terrorism, and not tribal differences or ethnic rivalries, which is the main source of insecurity and instability in Afghanistan, India s Ambassador to the UN Asoke Mukerji said at the Security Council debate on United Nations Assistance Mission for Afghanistan (UNAMA) on March 16. He said that the terrorist groups, including the LeT, are active despite efforts of the valiant personnel of the Afghan National Security Forces (ANSF) and the international coalition forces. It is obvious that their activity cannot be sustained without systematic state support from beyond Afghanistan s borders, Mr Mukerji said adding that reports indicate these groups are mutating into more virulent forms, in a region already impacted by terrorism. The Council must act against this threat with a sense of urgency, Mr Mukerji said. He said it is a critical decade of transformation for Afghanistan and reiterated India s commitment to stay the course in the war ravaged country. India is proud to call itself Afghanistan s first strategic partner. We share the Afghan people s vision of a strong, independent, united and prosperous state...India stands ready to do all that is possible within our capacities and our means, to work with the Afghan Government and its people, to realise this great vision, he added. Mr Mukerji stressed that completion of the task of government formation in Kabul as rapidly as possible is a priority to ensure that all ministries start functioning normally. He also expressed hope that the important political tasks of electoral reforms and organisation of a Constitutional Loya Jirga would be completed soon. UNSC extended UNAMA’s mandate till March 17, 2016. Unanimously adopting the resolution, the Council underscored the importance of sustainable democratic development in that country with all national institutions acting within their defined competence. Condemning all attacks targeting civilians, Afghan and international forces, the Council expressed strong concern over the recruitment and use of civilians by the Taliban and other violent and extremist groups.
6821	2015	12	india	The Special Director General (DG) of Central Reserve Police Force (CRPF), S K Bhagat, on December 11 said that around 200 militants are active in Kashmir while the Security Forces (SFs) have neutralized 40 militants in Kashmir during operations, reports Daily Excelsior. He said “There are different estimates but there is a mix of foreign and local militants and the number is not very large at this point of time. May be around 200, out of which one third could be foreign militants.” While addressing press conference after a passing out parade of CRPF new recruits in Srinagar, Bhagat said there is an upsurge of militancy especially before the onset of winters. “This has been there over the years. But all said and done, one can still say that the incidents that have been taking place have been taken care of and the security forces have been able to neutralize a lot of militants”, he added. The Special DG CRPF while giving details of the recent incidents of militancy in Kashmir said that SFs have killed 40 militants in the Valley this year with the help of CRPF. “Recently, there was firing on a CRPF convoy in which as many as six personnel were injured. The very next day, with the help of the Special Operation Group (SOG), the CRPF was able to neutralize two militants,” he said. Bhagat said that 200 CRPF men were injured, some of them critically, in dealing law and order situation in Kashmir valley. “Not only that, especially in the context of maintaining law and order, in as many as 130 incidents, almost 200 CRPF personnel have been injured and some of them grievously. But despite all these provocations, the forces have not gone berserk by resorting to indiscriminate firing. That gives us the entire picture,” he said.
