index	year	month	location	news
53191	2011	9	bangladesh	Daily Star reports that Chand Mohan, ‘regional leader’ of Gono Mukti Fouz (GMF) and Shahidul, a cadre of Sarbahara Party, were killed in a gunfight across a water body along the border of Rajbari District and Magura District on September 14.
4415	2015	7	india	Social media accounts linked to known supporters of the Islamic State (IS) on July 20 posted images of two boats carrying armed IS fighters from the latest IS nasheed video — a video with English subtitles accompanied by a chant released by its media wing, Al Hayat Media, claiming that it showed “a boatful of Indians”, reports Indian Express. They claimed that one of the men was Abu Turab al Hindi, Indian Mujahideen (IM) commander Muhammad “Bada” Sajid who was killed in Syria. The accounts also posted a separate image from the latest nasheed video of a purported Indian in the ranks of the IS, identifying him as Abu Qaqa al Hindi.“Do any one recognized anything The latest Hayat media nasheed have a boatful of Indians,” tweeted cihadci2 at 12 27 pm on July 20. This was accompanied by an image from the video of about a dozen IS fighters carrying assault rifles and an IS flag on two adjacent boats out on sea. “They sold themselves and their belongings to their master,” says the English subtitle.The account is believed to be operated by Fahad Shaikh, one of the four youths from Thane (Maharashtra) who reportedly joined the IS in May last year. “May this boat doesn’t stop until it conquer whole of India from Mushrikeen. And we invite you to keep filling it,” said another tweet. Pro IS accounts also tweeted a still from the video of an IS fighter with his finger raised, identifying him as a “Mujahid from India”. “Abu qaqa al hindi, a Mujahid from India,” tweted cihadci2. Fahad was earlier believed to be operating the account magnetgas which was suspended on 21 occasions, only to resurface with a serial number suffixed to magnetgas. He later shifted briefly to the handles pneumatic11, tungsten9 and helium61 which were also suspended. Since then, he has used several variations of the handle cihadci which have also been suspended.
39660	2012	4	india	The Times of India reports that suspected cadres of the People s Liberation Front of India (PLFI), a breakaway faction of the Communist Party of India Maoist (CPI Maoist), attacked the project site of the Power Grid Corporation of India Limited (PGCIL) at Jargaon village under Bero Police Station in Ranchi District on April 8 and set ablaze three heavy machines, including an earthmover, after assaulting the workers on duty. The cause of the attack was explained in a letter written by one Jetha of Rajdhani zonal committee of the PLFI, allegedly left at the site, saying that work there was started without the permission of the PLFI.
7491	2015	2	pakistan	Three members of the pro government peace committee, Tauheedul Islam (TI), were killed and five others sustained injuries in an explosion in Nari Baba area of Tirah Valley in Khyber Agency of Federally Administered Tribal Areas (FATA) on February 8, reports The News. The Lashkar e Islam (LI) militants had planted an explosive device in one of the abandoned houses and the explosion occurred in one of the rooms. The LI claimed responsibility for the blast.
13714	2014	5	india	Meanwhile, militants attacked Dhananjoy Nath, District correspondent of a Guwahati based Assamese daily Dainik Janasadharan in Kokrajhar District, reports The Hindu on May 2. Superintendent of Police Kokrajhar District stated that this could be a case of extortion as the victim owned a shop and the attack was a bid to extort money from him.
50222	2012	10	pakistan	Hafiz Mohammed Khalid Chishti, the cleric who accused Rimsha Masih of committing blasphemy and was arrested for allegedly framing evidence was released a day after he was granted bail by a court on October 11, 2012 after a surety and a bond of PKR 200,000 was submitted at the court in Islamabad, reported The Express Tribune. Hafiz Chishti, the imam of the mosque in Rimsha’s area, who first provided Police the burned papers as evidence against her, was detained on September 1, 2012 for desecrating the Quran himself and tampering with evidence. “My client has been released and he came out of Adiala jail in Rawalpindi District of Punjab,” his lawyer Wajid Ali Gilani said. The cleric was arrested after his deputy Maulvi Zubair and two others told the magistrate that Chishti added pages from the Quran to the burnt pages brought to him by a witness. Zubair and the two others, Mohammad Shahzad and Awais Ahmed, said they had urged Chishti not to interfere with the papers but he told them it was the only way to expel the Christians from the area.
23923	2013	9	bangladesh	A case was filed on September 6 against 50 cadres of JeI ICS following a clash between the cadres of JeI ICS and Bangladesh Chhatra League (BCL), the student front of the Awami League (AL) in Jessore District on September 5, reports The Daily Star. On September 5, several hundred cadres of JeI ICS gathered in front of local JeI office on Kazirber Road in Navaron area of Jessore District for bringing out a procession. At the same time, a group of BCL activists brought out a procession from nearby Navaron Bazar. At one stage, cadres of JeI ICS hurled several crude bombs on the BCL procession, triggering a clash that left nine people injured from both sides.
2589	2015	4	india	Assam, Manipur and Meghalaya continue to account for the bulk of insurgency related incidents in the Northeast although the incidents have steadily increased in Meghalaya in the last eight years compared to the other militancy inflicted states, reports The Telegraph on April 12. Union Ministry of Home Affairs (UMHA) report stated, The security situation in some of the north eastern states, which has remained complex for quite some time because of diverse demands advocated by various militant outfits, has been gradually improving in terms of reduction in violent incidents civilians killed security forces killed etc. in 2013 and 2014. However, in Assam casualties have gone up because of terrorist attacks by IK Songbijit faction of National Democratic Front of Bodoland (NDFB IKS) in December 2014. While comparing the situation in the Northeast during the past eight years, the report pointed out that violent incidents have come down from 1,489 in 2007 to 824 in 2014 and the number of civilians killed has decreased from 498 to 212. In 2014, 212 civilians and 20 security personnel were killed in the 824 militant related activities in the Northeast. In 2013, 107 civilians and 18 security forces were killed in 732 incidents. A comparative analysis of the violent incidents reveals that in 2007, Assam had recorded a figure of 474 while in 2014, the figure had dropped to 246. In 2007, Manipur had recorded a figure of 584 while the same in 2014 was 278. Nagaland has also shown a marked improvement with 77 incidents in 2014 compared to 272 incidents in 2007. While the figures in Assam, Manipur and Nagaland have significantly dropped, the narrative for Meghalaya was different. From 28 incidents in 2007, Meghalaya recorded 179 extremist related incidents in 2014. The report also stated, “The militant outfits of the neighbouring states have encouraged, trained and nurtured the Garo militant groups like the A chik National Volunteers Council (ANVC) and Garo National Liberation Army (GNLA), Independent faction of united Liberation Front of Asom (ULFA I), NDFB IKS, United Achik Liberation Army (UALA) and Isak Muivah faction of National Socialist Council of Nagaland (NSCN IM) also have their command structure in Garo hills. However, the ANVC was disbanded in December 2014 in Tura, West Garo hills, along with its breakaway faction, the ANVC B, after a memorandum of settlement (MoS) was signed with the outfits in September 2014.
44801	2012	11	india	Cadres of the Communist Party of India Maoist (CPI Maoist) attacked a combing party of Police and killed head constable Afzal Khan at Malnar village in Kondagaon District in Bastar region of Chhattisgarh on November 18, reports twocircles.net quoting IANS. According to the Superintendent of Police (SP) D. Shravan, a combing team comprising the District Force Personnel and Chhattisgarh Armed Force troopers was attacked in Malnar village by the Maoists.
44736	2012	11	india	Three months after Sabyasachi Panda was expelled from the Communist Party of India Maoist (CPI Maoist), five cadres of the Panda led Odisha Maovadi Party (OMP), were killed and a few others were injured during an encounter in Gajapati District on November 14, reports The Times of India. Two Security Force (SF) personnel also sustained injuries in the encounter. The gun battle took place at Bhaliagada forest in Gobindpur Panchayat area under Mohana Police Station limits of Gajapati District bordering Ganjam District around 11 am when a police patrolling party came across a Maoist camp where Panda and around 15 of his associates were present, police said. The Maoists opened fire and our men retaliated likewise. The gun battle continued for an hour. We have recovered five bodies (all male) from the spot, Director General of Police (DGP) Prakash Mishra said. Their identities are yet to be ascertained, but we believe they were from Kandhamal and Gajapati Districts and indoctrinated in the Maoist ideology, he added. Police said the blood trail from spot of encounter to the jungle suggested that some of the extremists were injured. We have seized an Italian make pistol, which is supposed to be Panda s personal weapon. This forces us to suspect he was present during the gun battle and could be injured as well, a senior Police officer said. Superintendent of Police (SP) (Ganjam) Ashish Singh said Police have seized four country made guns, two 9 mm pistols, around 80 kg of explosives and 35 rounds of live cartridges from the spot. Commenting on the incident, DGP Mishra said We have specific information that he (Panda) was for a big build up. Reports say his group strength has increased to 27. He has been recruiting people to the group, adds The Business Standard. Further, according to Press Trust of India, another cadre was arrested following the encounter.
4213	2015	7	india	Abductors of sports officer of Baghmara identified as KM Sharma, who was abducted on July 11, from Kherapara in West Garo Hills District, reportedly called up the sports officers’ wife demanding a ransom of INR 5 million, reports The Shillong Times on July 13. Of late, the road from Kherapara to Tura has witnessed several abductions attacks and extortion by militant groups and criminal gangs.
