index	year	month	location	news
24906	2013	1	india	In a joint operation led by Counter Insurgency Force and Police, about eight kilograms of explosives and landmine making equipment were recovered from a forest in Bagmundi Police Station area in Purulia District in the night of January 28, reports expressindia.com. The Police are yet to find out if the explosives had been recently dumped or it was done long ago. Pamphlets, Maoist literature and two diaries were also recovered from the area, said Police. “Two iron pipes inks and markers and apparel of men and women were also recovered from the area,” said Nilratan Ghosh, Officer in Charge of Bagmundi Police Station. No arrests have been made so far, but there was information from Special Intelligence Branch to all the District Police Stations that a 12 member squad of Communist Party of India Maoist (CPI Maoist) has infiltrated.
33791	2013	7	pakistan	Unidentified assailants on July 12 shot dead a former Intelligence Bureau (IB) official at Dhaki Nalbandi under Khan Raziq Police Station in Peshawar (Peshawar District), the provincial capital of Khyber Pakhtunkhwa, reports Dawn. An official said the deceased, Arif, was former IB assistant director. “He was purchasing items for iftari when two unidentified assailants riding a motorbike attacked him,” he said. The official said Mr Arif was the second former IB official murdered in the past week. “A former assistant director was shot dead in Shakhabad in Gulbahar Police Station limits on July 8,” he said.
11377	2014	6	bangladesh	The Rapid Action Battalion (RAB) on June 8 recovered more arms and ammunition, including four machine guns, from Satchhari National Park in Chunarughat sub district of Habiganj District, reports Daily Star. Those had been stored in a bunker. RAB also found oil used for cleaning firearms and discovered two more empty bunkers, as it resumed a search operation deep into the reserve forest in the morning for the seventh consecutive day. RAB first laid its hands on 184 anti tank rocket shells (40mm) and 153 rocket charges on June 3 inside a bunker at a hillock of the forest. Six more bunkers were found on that day but they were empty. The next day (June 4) law enforcers found two more bunkers piled with a cache of arms and ammunition. Earlier, RAB Media Wing Director Habibur Rahman said the arms and ammunition recovered in the forest were apparently similar to those recovered in Chittagong in 2004 and Bogra in 2003.
50555	2012	10	pakistan	The role of British intelligence agencies in dealing with terrorism cases was the focus of an in camera briefing given by a UK expert to the members of Parliamentary Committee on National Security (PCNS) in Islamabad on October 31, reports Dawn. Lord Alexander Charles Carlile, a practising barrister and former independent reviewer of British anti terrorism laws, informed the committee that British intelligence agencies’ role was to provide information to law enforcement agencies, according to a participant of the meeting. The British lawyer said that on the basis of Intelligence Police and Forensic experts went out to collect hard evidence which led to trial of the suspects involved. The PCNS is in the process of preparing recommendations for the Government to resolve the missing persons’ issue. The Government has already introduced an “Investigation for Fair Trial Bill 2012” in the National Assembly with an aim “to provide for investigation for collection of evidence by means of modern techniques and devices to prevent and effectively deal with scheduled offences and to regulate the powers of law enforcement and intelligence agencies” to deal with terrorism.
46962	2012	4	pakistan	Earlier in a pre dawn attack, three Policemen were shot dead in PIB Colony. A car carrying the Policemen was ambushed by unidentified militants who came on six motorcycles and two cars. A police officer, a head constable and a constable lost their lives in the strike.
21601	2014	11	pakistan	A passenger van hit an explosive device in which four persons including the driver, Ali Muhammad, Akhtar Gul, Qahar and Wilayat were killed on the spot at Ghallanai area of Mohmand Agency on November 7, reports The News. Two other persons Nawaz and Aqeel Said were wounded in the blast.
17773	2014	11	india	On November 6, a teenager, was arrested along with Fake Indian Currency Note (FICN) worth INR 9,000 in Virar of Palgarh District, reports The Times of India reports. The currency was allegedly given to him by a friend after being promised money. The teen told the Police that the currencies were handed over to him by his friend, who had come from West Bengal. The teen was asked to circulate the notes and was promised a good amount. FICNs are believed to have been procured from Bangladesh and brought to Malda District in West Bengal. It was later distributed across the country. Police have launched a search for the suspect, whose identity has not been disclosed.
54310	2011	3	india	IBNLive reports that one person was seriously injured when suspected cadres of the Communist Party of India Maoist (CPI Maoist) fired at a bus carrying members of a marriage party in Palamu District on March 5. One Shiv Ratan suffered bullet wounds when rebels fired at the bus on Chatra Tandua road last night, Deputy Inspector General of Police (DIG) (Palamu Range) L P Singh, told newsmen in Medininagar. The wedding guests were going to Panki in the District from Tandua in Chatra District.
48764	2012	7	pakistan	Unidentified militants blew up a Government primary school situated in the Sardheri area of Charsadda District. The explosion damaged the external wall of the school completely.
24734	2013	1	india	A team from Padma police station in Hazaribag District seized more than 2,000 detonators hidden in a two wheeler near Alinagar College late on January 18, reports The Times of India. Police had got a tip off that a youth, named Pintu Kumar Mehta, left Domchanch in Koderma for Padma to supply the explosive materials to the Communist Party of India Maoist (CPI Maoist) in Chatra and was to pass through Padma to Itkhori in Chatra. Though Police could seize the explosives and arrest one Manish Kumar Mehta, who was waiting there to take the delivery, Pintu could not be arrested. Further, on the basis of information provided by Manish, a fresh raid was conducted and police seized five and a half quintals of ammonium nitrate kept in 11 bags from the house of one Neman Bhuiyan in Suji village close to Padma Police Station.
61042	2011	6	pakistan	The Security Forces (SFs) killed 26 Afghan Taliban militants on June 4 in the fourth day of fighting close to the Afghanistan border, in the Upper Dir District of Khyber Pakhtunkhwa, reports Dawn. Police officer Bahadur Khan said the militants crossed over into Upper Dir from Afghanistan s Kunar province and opened fire on troops. In the retaliatory firing 26 of the militants were killed, he said, adding troops suffered no casualties.
32569	2013	3	pakistan	A tribesman was shot dead and a taxi driver injured in an attack at Dabgari area, reports Dawn. The deceased was identified as Hassan Khan, a resident of Bara tehsil (revenue unit) in Khyber Agency of Federally Administered Tribal Areas (FATA). Samin Gul, the injured taxi driver, told Police that he did not know the tribesman but he hired his taxi for Hayatabad. As he sat in the vehicle, two men armed with pistols opened firing on him, he added.
16939	2014	9	india	Police arrested a criminal, identified as Md Shamim alias Chotu Mian, allegedly involved in illegal arms peddling and supply of arms to the Communist Party of India Maoist (CPI Maoist), during a raid in Mothabari village under Katoria Police Station in Banka District on September 27, reports The Times of India. Four country made revolver (katta in local parlance), a pistol and live cartridges besides a mobile phone were seized from his possession. Police sources said that Md Shamim used to operate in Munger, Jamui, Lakhisarai and Banka Districts and supplied illegal arms from Munger to the Maoists.
22108	2014	12	pakistan	A Special Court on December 24 remanded Lashkar e Jhangvi (LeJ) leader Malik Ishaq in judicial custody for two weeks in a murder and terrorism case lodged with Airport Police Station in Rahim Yar Khan District on the complaint of one Husain Abbas on October 14, 2014 over the sectarian killing of his son Allah Ditta, reports Dawn. Ishaq was produced before Special Magistrate Ghulam Mujtaba Baloch in a murder and terrorism case. The case was lodged under Pakistan Protection Act 2014. The court had rejected physical remand, observing that physical remand of a suspect who was booked on charges of abetment, could not be granted. The court has granted 14 day judicial remand of the suspect and fixed January 7, 2015 the next date of hearing.
60553	2011	4	pakistan	At least one Guantánamo Bay detainee discovered to be involved in a plot to attack the US Consulate in Peshawar and believed to have carried out a string of bombings in Pakistan in 2002, was also on the payroll for British and Canadian intelligence services, according to secret files on detainees at the Guantánamo Bay prison camp, The express Tribune quoting WikiLeaks reported on April 27. Algerian detainee Adil Hadi al Jazairi bin Hamili, linked with the Algerian Armed Islamic Group and the Hezb e Islami Gulbuddin, confessed that he had worked for the Taliban’s foreign ministry and intelligence services as well. Hamili was captured in a raid in Peshawar in 2003. According to Pakistan’s Intelligence Bureau, Hamili was an Algerian terrorist, hired assassin, kidnapper, and member of Osama bin Laden’s “umbrella organisation.” However, the Central Intelligence Agency found that not only was Hamili a source for the British and Canadian intelligence services who had withheld information from the two, but he was also running a terrorist cell. According to US assessment, Hamili was actually Abu Adil, who Khalid Shaikh Mohammad had confessed to meeting in early 2002. Mohammad had given PKR 300,000 to support Abu Adil’s cell in Punjab and an assassination plot against the then President General Pervez Musharraf. According to Mohammad, Abu Adil was responsible for attacks on two churches in Islamabad and Sialkot, and possibly involved in the May 2002 attack on Karachi’s Sheraton Hotel in which 11 French engineers and three Pakistanis were killed. Hamili was recruited by foreign intelligence “because of his connections to members of various al Qaeda linked terrorist groups that operated in Afghanistan and Pakistan.” Hamili was not the only spy in custody. Iraqi detainee Bisher al Rawi also said he had links with MI5 and was providing information to the agency on Abu Qatada, the ‘spiritual leader of the Armed Islamic Group’. The document states that the intelligence service owned up to this. “When visiting Guantánamo Bay, a member of an allied intelligence service admitted a relationship with the detainee.”
57958	2011	10	india	The Hindu reports that a huge cache of explosives and bombs, along with detonators and fuse wire, reportedly planted by the cadres of the Communist Party of India Maoist (CPI Maoist) to blow up a Police patrol van, were recovered from the Chowki area in Sonbhadra District on October 1. Acting on a tip off, Sonbhadra Police and Central Reserve Police Force (CRPF) personnel recovered 80 kilograms of explosives from the Chowki area.
40057	2012	4	india	Times of India reports that after building close links with Anti Talk Faction of United Liberation Front of Asom (ULFA ATF), Garo National Liberation Army (GNLA) are developing contacts in the neighbouring Nagaland and procuring sophisticated arms from Naga militant groups, who route the weapons via Guwahati (Assam), making it more difficult for the city Police to intercept them. Intelligence sources confirmed that GNLA is buying lightweight assault rifles and guns as well as ammunition from various agents backed by NSCN. They are purchasing Heckler Koch assault rifles, something not even available for many of our security forces. They are also buying Austria made Glock guns from the grey markets of Dimapur. These high range guns are light in weight and are now the favourite for ultras, said the source. According to the source, the Nagaland based outfits are getting these arms from Myanmar and some Chinese agents. They buy an assault rifle for around Rs 8 lakh INR 800,000 and a sophisticated pistol for Rs 4 5 lakh INR 400,000 500,000 . They also arrange for agents to act as carriers to deliver the consignments, said the source, adding that in many cases the transit is also via Mizoram. Paid handsomely, the carriers bring these arms in secret chambers of vehicles and drive through Assam to reach Meghalaya.
59441	2011	12	india	Islamic Movement of Kashmir (IMK) militants on December 24, shot dead a National Conference (NC) worker, identified as Bashir Ahmad Dar (40) in Srinagar s at Rekka Chowk in Batamaloo area, according to Daily Excelsior. The militants have threatened to continue to carry out such attacks against mainstream political parties. This is for the third time that this unknown militant outfit has claimed responsibility for any strike in Kashmir. This organization earlier claimed attack on the Minister for Rural Development and Parliamentary Affairs, Ali Mohammad Sagar two weeks ago and on a NC Block President in Safa Kadal, one month ago. The security agencies suspected that the IMK might be a shadow outfit of either Lashkar e Toiba (LeT) or Hizb ul Mujahideen (HM). But so far the investigations carried out by them have not established any clue about this outfit and its links to LeT or HM.
58163	2011	10	india	Daily Excelsior reports that, three days after seizing five kilogram of RDX that were suspected to have been meant for terror acts in Delhi, the special task force of Haryana Police on October 15 recovered a huge quantity of weapons from a vehicle near a village on Ambala Chandigarh road. Police recovered one .9 mm carbine, four .9 mm pistols, two country made pistols of 315 bore, two magazines, nine cartridges of 315 bore pistols and 50 cartridges of .9 mm pistols. A team led by Sub Inspector Rajbir Singh arrested five persons identified as Mukesh, Ramphal, Sultan, Rajender and Dharmender, who belonged to Jind and Jhajjar Districts of Haryana, in connection with the weapons.
61999	2011	8	pakistan	Ethnic and politically linked violence in Pakistan’s financial capital, Karachi, has killed 800 people so far this year, the country’s independent Human Rights organisation said on August 5, reported Daily Times. “About 800 people have been the victims of violent shootings in the last seven months,” Zohra Yousaf, chairwoman of the Human Rights Commission of Pakistan (HRCP) said. The HRCP previously said 490 people were killed in the first six months of the year and in a latest report it states that another 300 people died in July. Much of the violence has been blamed on tensions between supporters of the Muttahida Qaumi Movement (MQM) and the Awami National Party (ANP). HCRP says the violence in Karachi is the deadliest since 1995, when more than 900 killings were reported in the first half of the year.
11521	2014	9	bangladesh	Prime Minister Sheikh Hasina Wajed on September 10 emphasizing resisting hartal (general strike) rather than enacting any law against such protest programme said, “If all the Member of Parliaments (MPs) and the people of the country want to have a law against hartal then steps might be taken for that”, reports The Independent. She further said “But, it’ll be wise if the people of the country resist such political programme (hartal). I can’t tell anything about imposing a ban on hartal by enacting a law right now because it depends on the people of the country.”
15307	2014	7	india	Lashkar e Toiba (LeT) founder and JuD chief Hafiz Muhammad Saeed, is working on a lethal plan to unleash a fresh reign of terror in the Kashmir Valley, reports Asian Age on July 19. Intelligence sources claimed that for this purpose Saeed has now set up a special Kashmir Cell drawing the best and most motivated militants from LeT and the Jaish e Mohammed (JeM). These militants are being given advance training in use of sophisticated weapons and fighting Indian Security Forces (SFs) at a special camp, set up in South Afghanistan, by foreign mercenaries, especially from Chechnya.
9753	2015	1	nepal	On January 9, speaking at the inaugural function of City Council of Pyuthan Municipality, Deputy Prime Minister and Home Minister Bam Dev Gautam remarked that the new constitution will be promulgated on January 22 even if it has to be done through voting, reports Ekantipur.com. Gautam, who is also the vice chairman of Communist Party of Nepal Unified Marxist Leninist (CPN UML), said so at a time when the political parties are, apparently, nowhere near consensus on the disputed issues of constitution drafting while the January 22 deadline is just two weeks away. Minister Gautam said the constitution would be drafted through process if the parties failed to forge consensus. “The party that claims of giving birth to the Constituent Assembly (CA) would not run away from promulgating the constitution through CA,” said Gautam, hinting at the Unified Communist Party of Nepal Maoist (UCPN M). Meanwhile, the Constitutional Political Dialogue and Consensus Committee (CPDCC) of the CA on January 9 authorised its Chairman Baburam Bhattarai to forge consensus and table a report in the next meeting scheduled for January 11, reports Ekantipur.com. The cross party committee has asked Bhattarai to consult with senior leaders along with CA Chairman Subas Nembang and members of the committee in order to come up with a draft that is acceptable to all sides. Bhattarai had floated the proposal along with two others as a way out. The other two options were discussing the disputed issues at the CPDCC or forming another committee for the purpose.
9694	2015	12	pakistan	the Mominabad Police on December 27 shot dead Tehreek e Taliban Pakistan (TTP) Swat Chapter militant, Naqeebar Khan (27) son of Abdul Haq, in an encounter in Orangi Town on December 27, reports The News. The suspect, as per Mominabad Station House Officer (SHO) Sadi Khan Khattak, was involved in bombings and murders of 18 people including Policemen and Frontier Constabulary personnel. The SHO added that Naqeebar was also involved in extortion activities to generate funds for the terror group.
46646	2012	3	pakistan	The US drones struck twice in the regions along the border with Afghanistan in South Waziristan Agency (SWA) of Federally Administered Tribal Areas (FATA) on March 13, killing 15 militants, including two senior ‘commanders’, Daily Times reported quoting security and intelligence officials. In the first strike, a drone fired missiles at a vehicle in the Birmal area of the SWA, killing eight militants. Among the dead were Shamsullah and Amir Hamza, senior ‘commanders’ of Maulvi Nazir faction of Tehreek e Taliban Pakistan (TTP). Seven suspected militants were killed in the second attack later in the day, when a drone fired missiles at a vehicle in the Sara Khawra area.
34752	2013	9	pakistan	The Sindh Government on September 25 issued a notification under which five Police Stations in Karachi District would be under the control of Rangers forces, reports Dawn. At least 151 suspects were arrested in District during targeted operations carried out by Paramilitary Forces and Police personnel. Earlier, the Provincial Government had decided that five Police Stations would be under the joint control of Rangers and police to deal with four types of heinous crimes. The suspects arrested on charges of “terrorism, targeted killing, kidnapping for ransom and bhatta (extortion)” during the ongoing targeted operation would be kept and interrogated at the five designated Police Stations, said Advocate General for Sindh Barrister Khalid Javed Khan.
42495	2012	8	india	ATS officers from Karnataka and Gujarat reached Pune to probe link of August 1, blast to their states in any manner. The Karnataka Police interrogated Dayanand Patil, the only injured in the blast and a suspect, and his wife, as they are a natives of Kohinoor village in Basavakalyan taluk (administrative unit) of Karnataka’s Bidar District. Further, the investigating agencies suspect that a new terror module engineered August 1 blasts in Pune, reports Times of India on August 4. According to officials, the suspicion stems from the nature of the material used in the bombs and the modus operandi of the group. The investigators believe five to six persons may have carried out the blasts. They said they are yet to determine whether the new module is directly linked to or is a splinter outfit of the Indian Mujahideen (IM), Crime Branch sources said. The investigating agencies are also looking at the possible involvement of Maoists, extremist right wing Hindutva groups and other extremist Islamic outfits in the blasts.
32407	2013	3	pakistan	A blast damaged a van parked outside a filling station at the main University road of Karachi, reports Dawn. However, no casualties were reported after the blast occurred.
35801	2013	12	pakistan	Militants torched a tanker carrying fuel for United States (US) and NATO troops in Wadh tehsil (revenue unit) of Khuzdar District on December 17, reports Dawn. Muhammad Riaz, a levies official said that the militants sped away on their motorcycle after the attack whereas the driver of the tanker managed to escape unhurt. No outfit claimed responsibility for the attack.
60283	2011	3	pakistan	The driver of a container, carrying military hardware for NATO forces stationed in Afghanistan, suffered bullet injuries when unidentified assailants attacked the container near Kalat District on March 28, reports Daily Times. The assailants set the container on fire before escaping.
21146	2014	9	pakistan	A grenade attack on a check post in Karachi, (Karachi District), the provincial capital of Sindh on September 3 injured at least four Policemen, reports Central Asia Online. Police said that two unidentified miscreants on a motorcycle hurled a hand grenade at the check post under the Nursery Bridge on Shahrah e Faisal Road.
20360	2014	5	pakistan	Meanwhile, four persons were injured in an explosion that occurred on May 31 (today) near the Muhammad Khan Police checkpost in Baldia Town of Karachi, the provincial capital of Sindh, reports Dawn. Police said that the explosive material was planted in a donkey cart.
47980	2012	5	pakistan	He said the abductors opened indiscriminate gunshots on Police that led killing of an Assistant Sub Inspector (ASI) Arshad of AVCC. In retaliation, the joint team killed an abductor. He said the identity of the kidnapper was yet to be ascertained, while the joint team during encounter killed him when he was trying to flee from the crime scene.
48120	2012	6	pakistan	Pakistan’s ambassador to the US Sherry Rehman, branded Leon Panetta’s statement as “unhelpful”. In response to a media query about the remarks made by Leon Panetta, Sherry said “This kind of public messaging from a senior member of the US Administration is taken very seriously in Pakistan, and reduces the space for narrowing our bilateral differences at a critical time in the negotiations.” “It adds an unhelpful twist to the process and leaves little oxygen for those of us seeking to break a stalemate,” Sherry Rehman, said in a statement.
16963	2014	9	india	Six members of a criminal group, including its leader, were arrested in a Fake Indian Currency Notes (FICN) case from the Agamkuan Police Station area of Patna on September 28, reports The Times of India. Senior Superintendent of Police (SSP), Manu Maharaaj commented, Several people were reaching different police stations alleging that a group is operating in Patna City area and duping people with fake currency. The group members used to take money from common people promising them they would return the double the amount after a particular time. But when they returned the money, all the notes were found fake. The bundle of notes used to include one or two original currency as eyewash.” He added, They revealed to the Police that their boss Lal Babu, who runs a travel agency, operates from Vaishali District Bihar . Police seized three country made pistols and live cartridges from their possession. We have also seized INR 64,400 from their possession and verifying the authenticity of the currency. They were also operating in Nepal and Assam.
