index	year	month	location	news
7404	2015	1	pakistan	An anti terrorism court in Lahore on January 30 awarded death sentence on 47 counts to three terrorists involved in attacking buildings of the Police Emergency Service (15) and an intelligence agency, reports Dawn. The court also awarded life imprisonment to each convict and imposed a collective fine of PKR 25.35 million. The Civil Lines police had registered a case against Abid Akram, Sarfraz and Shabbir for attacking the offices of the Police and intelligence agency on May 27, 2009. At least 26 personnel were killed and 337 injured in the attack.
6452	2015	11	india	India and China have for the first time agreed to set up a minister level mechanism to tackle and exchange information on terrorism, trans border crime, narco trafficking and cyber crime, India’s Union Home Minister (UHM) Rajnath Singh said on November 19, reports Hindustan Times. Guo Shengkun, state councilor and minister for public security (which deals with China’s internal security), will visit India next year to co chair its first meeting with Singh. Singh said it was a first for the two countries to set up such a high level mechanism the bilateral one working to resolve the disputed border problem is technically a few notches lower in the official hierarchy. Singh is on a four day visit to China, the first Indian home minister to do so in a decade. Officials said that the leadership from both countries felt that “given the current positive momentum in bilateral relations” there was a need to upgrade cooperation in security matters. “We have agreed to expand our cooperation in combating international terrorism (including) exchange of information on terrorist activities of groups and linkages. We will also exchange experiences on anti hijacking and hostage situations. We will coordinate our positions on anti terrorism endeavours in regional and multi lateral forum,” Indian ambassador AK Kantha stated on November 19.
41587	2012	7	india	One cadre of National Socialist Council of Nagaland Khole Kitovi (NSCN Khole Kitovi) faction identified as Aloto Raju Peyu was reportedly abducted on July 1 around 6 pm from Zunheboto town and was later killed allegedly by NSCN Khaplang cadres. The body was later found at Kawoto village. According to Ministry of Information and Publicity (MIP) kilonser (minister) Akato Chophy, Aloto went to visit some relatives in Zunheboto when he was abducted and later shot dead. Meanwhile, NSCN Khole kitovi has condemned the killing on its functionary by “reckless NSCN (K) cadres” and said such cold blooded killings would not be tolerated at a time when the citizens were yearning for peace.
5836	2015	10	india	Shankar Wadde (30), working as Special Police Officer (SPO), was shot dead outside Mallumpodur village in Bhamragarh tehsil (revenue unit) in Gadchiroli District of Maharashtra by cadres of the Communist Party of India Maoist (CPI Maoist) who had earlier abducted him on October 6 from his home. The villagers were stunned to spot Wadde s body outside the hamlet laid along the roadside on October 9. In the past too, Wadde was abducted on two occasions by Maoists but was spared. Superintendent of Police (SP), Gadchiroli, Sandip Patil said Bhamragarh Local Organizational Squad (LOS) was likely involved in cold blooded murder. Naxals have killed one innocent villager every month this year. The latest seemed outcome of the desperation of the Naxals of Bhamragarh LOS who may wanted to prove their presence with this incident as the formation had no significant action in the past, said Patil. He added Naxals had killed nine civilians this year. The Maoists, after having murdered Wadde, also ensured they left behind their pamphlets owning up the murder and labelling the victim as police informer.
10542	2015	1	srilanka	The campaign for the upcoming presidential polls in Sri Lanka ended on January 5, with sporadic violence having marred the final day, reports Colombo Page. Three opposition activists were injured when unidentified gunmen shot and injured them while they were engaged in putting up a dais for the opposition leader, Maithripala Sirisena, on the final day of campaigning in the southern town of Kahawatte in Ratnapura District. Incidents of violence were also reported from other parts of the island, prompting Sirisena to appeal for calm as the campaign was due to end at midnight (1800 GMT). In response to several allegations, Sirisena said that he has not signed any agreements with any parties to divide the country. I will be personally responsible for the progressive measures implemented during the first hundred days as I assume duties as the president, he stressed.
44092	2012	10	india	three mobile handsets, five SIM cards, a transistor and a numbers of diaries containing contact numbers were recovered on October 9 during a surprise raid by the Hazaribagh District and Police administration at Lok Nayak Jai Prakash Narayan Central Jail, reports The Telegraph. Surprisingly, the officials found that batteries from the 2G mobile jammer on the premises had been removed, raising a question mark on the authorities. Sources said the team recovered two mobile phones— one from Communist Party of India Maoist (CPI Maoist) leader Narayan Sanyal (82) and the other from former sub zonal commander of the outfit Sunil Ganjhu — both of who are lodged at high security wards.
33589	2013	6	pakistan	Meanwhile, two persons were injured in an attack on North Atlantic Treaty Organization (NATO) containers in the Dasht area of Kharan District, reports Daily Times. Levies sources said that unidentified assailants opened indiscriminate fire on two containers passing through the area, injuring the drivers and setting ablaze the trucks. The attackers managed to escape from the scene. A rescue team rushed to the site and shifted the injured men identified as Asmatullah and Shah Pasand to Civil Hospital.
1283	2015	1	india	Maoists went on a rampage in Chhattisgarh on January 28 during the first phase of panchayat (rural self government bodies) polls which have already seen around 50 of the candidates elected unopposed in rebel dominated Bastar, officials said, reports Hindustantimes. Rebels looted ballot boxes from around 30 booths in Sukma, Dantewada and Kanker in Bastar region. Besides, rebels also fired at a polling party in Kanker District. “No injury or causality was reported in the incident,” PTI quoted inspector general of police (intelligence wing) Deepanshu Kabra as saying. According to state election commission sources, 12,524 panch, sarpanch and janpad panchayat members have been elected unopposed out of 24,611 posts in the seven Districts of Bastar.
61724	2011	7	pakistan	The activists of a local peace committee killed the relative of a local militant ‘commander’ on charges of spying in Akkakhel area of Khyber Agency. Sources said that Salim Khan was picked up by members of peace committee when he was standing in front of his house. He was later shot dead allegedly for passing information to local militants against whom the peace committee had been raised, sources added.
8762	2015	8	pakistan	The Khairpur Police shot dead a criminal, Anwar alias Mushki Kalihoro, carrying PKR1 million head money during an encounter within the limits of Kumb on National Highway in Sukkur District on August 10, reported The News. Senior Superintendent of Police (SSP) Khairpur Sajid Hussain said that the Anwar was wanted in the killing of Deputy Superintendent of Police (DSP) Imran Awan in 2002 and other serial killings.
5789	2015	10	india	The Chief Minister’s reply reads that 48 people, including 28 civilians and 20 SF personnel, were killed during ceasefire violations by Pakistan in Jammu along the LoC and IB from 2012 up to September 30, 2015.The highest number of 14 civilian casualties were recorded this year. “Nearly 193 houses have suffered damage due to border firing shelling on the LoC and IB in Jammu during the last four years,” the reply said. Over INR 56 lakh were provided as ex gratia to the next of kin of those who died or were injured in border firing. In militancy related incidents, 30 people, including 13 civilians and 17 SF personnel, lost their lives in Jammu division since 2012.
1559	2015	2	india	Armed cadres of Communist Party of India Maoist (CPI Maoist) on February 13 attacked a road construction company office and set on fire vehicles and four motorcycles in Arwal District. The incident took place near Asaula Bazar under Kinger Police Station area when about 20 25 armed Maoists attacked the base camp of the company and set on fire JCB machine, procklain, dumper, truck, pick van besides four bikes. Police said that the reason behind the incident is suspected to be non payment of levy demand.
43501	2012	9	india	Arunachal Pradesh Police rescued a tea garden manager from Lohit District who was abducted by armed militants of the United Peoples’ Democratic Front (UPDF) on September 12. C.N. Pandey, the manager of Sati tea estate at Piyom under Namsai subdivision in Lohit District, was abducted at gunpoint from his home. The Police rescued Pandey from a forest near Wagon Pathar under Namsai subdivision around 11.45 pm on September 15, Lohit superintendent of Police S. Kuruvilla said.
54241	2011	2	india	NDTV reports that three Policemen, including an Assistant Sub Inspector, a Head Constable and a Home Guard, were killed and four others injured in a landmine blast triggered by the Communist Party of India Maoist (CPI Maoist) cadres in Chatra District late in the night of February 28. The explosion occurred when a jeep carrying seven Policemen, who were returning after a search operation, drove over the landmine at Lakrai More in Tandua area. The Maoists also seized the weapons from the Policemen before escaping.
2259	2015	3	india	A camp at Aluva in the Ernakulam District of Kerala is under the scanner of the National Investigating Agency (NIA) which is currently miffed with several State Governments for not doing enough in the cases against the Students Islamic Movement of India (SIMI), reports One India on March 26. , Intelligence Bureau officials said that the five SIMI operatives who have been on the run since October 2013 after they broke out from the Khandwa jail in Madhya Pradesh attended a camp at Aluva in Kerala which was meant to discuss terror related activities. The officials added that the SIMI is regrouping and this meeting at Aluva was held only to discuss the future course of action. With the NIA now on the hunt for the SIMI fugitives who had escaped from jail over a year back, Intelligence is trickling in which suggests that they had made several visits to Aluva. A camp at Aluva which was aimed a regrouping several members of the SIMI is being seen as a big development by the security agencies. Reports said that these kinds of camps are extremely dangerous and we have seen in the past as well how the members regrouped and became extremely dangerous. Aluva has been used in the past by members of the Lashkar e Toiba (LeT) too. The confessional statement by Abdul Karim Tunda, a key LeT operative gives a clear indication of how Aluva had been used a training ground by several operatives. Tunda gave a perspective as to how these camps not always train for combat, but to hold meetings for a large gathering of people. It is aimed at changing the mindset of the people at large so that they carry out anti India activities, Tunda had also revealed. Intelligence Bureau officials said that these camps have mushroomed on and off in various parts of Kerala. There are preachers flown in from Saudi Arabia who give out sermons only with an intention of radicalizing the youth. A camp similar to the one held in Aluva was also conducted in Wagamon, a hill station located in Kottayam Idukki border of Kottayam District of Kerala. The camp that was held in 2007 paved the way for the birth of the Indian Mujahideen (IM). Several members of the IM such as Yasin, Riyaz and Iqbal Bhatkal were part of this camp. The camp was headed by SIMI chief Safdar Nagori who swore revenge against India. These camps ensured the regrouping of various youth who went on to form the IM. Tunda during his interrogation also said about the camp at Wagamon. He had told the Police that several such camps were held in various parts of Kerala which had helped the groups flourish. These camps not only helped to change the mindset but also increased the recruitments, the Police had also found while questioning Tunda.
44317	2012	10	india	The Communist Party of India Maoist (CPI Maoist) cadres were suspected to have abducted four persons, including a gramrakhi (village guard), in separate incidents in Malkangiri and Koraput Districts of Odisha on October 20, reports The Hindu. According to Malkangiri Superintendent of Police (SP) Akhilesh Singh, the abducted persons were Daya Chalan, who was earlier a member of Maoist organisation and Laxman Pangi, a gramrakhi. It was alleged that Daya was involved in extortion in the name of Maoists. He allegedly misappropriated the amount which irked the Maoists. Armed Maoists went to the house of the gramrakhi at Badadural village and took him away with them. SP Singh said both these abductions seemed to be the handiwork of a single group. Till the evening of October 21, there was no information regarding the abducted persons. In Koraput District, two persons, including a woman, were suspected to have been abducted by Maoists from Ankadeli. When contacted, the Koraput District Police sources did not confirm it saying investigation was on. But localites claimed that both the persons were abducted by armed Maoists. The persons who were suspected to have been abducted from Ankadeli area included a woman J. Raut, who was involved in liquor trading and an official of APGENCO P.V. Prabhakar, posted at Macchkund Hydel power project. The woman had in the past received threats from Maoists.
