index	year	month	location	news
24139	2013	11	bangladesh	in Pabna District, District unit BNP and its front organizations brought out a procession on November 9 in the Pabna town equipped with sticks and sharp weapons and damaged several roadside shops, reports The Independent. When the activists of AL and its front organizations gathered at District AL party office chanting slogans against destruction by BNP moved towards the opposition’s party office 11 persons were injured after being hit by brickbats.
40930	2012	6	india	a firing squad member of the CPI Maoist identified as Kamlesh alias Indrajit Yadav was arrested from a place at Damaran under Ranka Police Station in Garhwa District, reports Zee News. Yadav was one of the Maoists involved in the two attacks that had killed 23 Policemen in Garhwa and Latehar Districts in December 3, 2011 and January 21, 2012, Superintendent of Police (SP) Michael S Raj said. A 9mm pistol, which he had looted after killing Police official Rajbali Choudhary on January 21, was recovered from him, the SP added.
62407	2011	9	pakistan	Sindh Police on September 7 arrested six persons, including a target killer, in separate raids at various parts of Karachi, the provincial metropolis of Sindh, reports Daily Times. According to Police, an accused Qasim alias Babloo, who is said to be a target killer, was arrested from Sector 7 A of Surjani in the limits of Surjani Police Station. The accused during initial course of investigation confessed to have murdered over 12 persons while Police also recovered a 9mm pistol from his possession. Further, Frere Police arrested five persons namely Kareem, Shareef, Abdul Malik, Jamal and Gulfam from Cantonment area. The accused were involved in an armed clash at Mehran Terrace of Cantonment area. Three repeaters, one shotgun and four TT pistols were recovered from their possession.
26826	2013	5	india	A Maoist involved in the abduction of Laxmipur Member of Legislative Assembly (MLA) Jhina Hikaka in March 2012 and wanted in at least 15 murders, including two in Andhra Pradesh, was arrested in Rayagada District on May 7, reports The Times of India. Acting on a tip off, Police arrested Gameli China Mohan Rao alias Santu of Goudaput village in Andhra Pradesh from a forested area. We have seized a Belgium made 9 mm pistol from him, said Rayagada Superintendent of Police (SP) Rajesh Pandit. Police also seized 16 rounds of live ammunition of 9 mm pistol, two pen drives, five gelatin sticks, nine detonator, two cell phones, one fake voter identity card and INR 64,630. Santu is an ‘area committee’ member in the Koraput Srikakulam division of the Andhra Odisha Border Special Zonal Committee (AOBSZC) of the Maoist. He reportedly confessed to his involvement in the abduction of the tribal legislator.
24729	2013	1	india	Principal Sessions Judge, (Ramban District), M. A. Chowdhary acquitted there alleged militants namely Manzoor Ahmad, Feroz Din and Raj Begum in a July 2007 case as prosecution failed to bring home the charge against the accused, reports Daily Excelsior on January 18. Manzoor Ahmed and Nasarullah Gazi were accused of taking Bashir Ahmed and others on gun point to the house of Mohammad Ayoob and that they were wearing Army uniform. Later, they were taken to a house where Raj Begum, wife of Manzoor and some other persons assaulted them seriously and took away their cell phones forcibly. Proceeding with the trial, the Court observed, Prosecution has withheld the main and star witness of the case Mohammad Ayoob and his father Gul Mohammad besides the non examination of doctor and Investigating Officers who had completed the investigation . Incoherency was also found between the statements of abductees.
47680	2012	5	pakistan	At least two Policemen and prisoners were injured on May 16 when a roadside bomb exploded while a Police van was on its way to Goth Pir Sher from Dera Murad Jamali in Naseerabad District. The Baloch Republican Army (BRA) claimed responsibility for the attack.
31547	2013	1	pakistan	At least four persons were killed and more than 50 others injured when an Improvised Explosive Device (IED) planted in a parked motorcycle exploded near Ayesha Manzil within the precincts of Gulberg Police Station in Karachi, the provincial capital of Sindh, on January 1, reports Daily Times. The remotely controlled bomb hit the locality after a joint public gathering of the Muttahida Qaumi Movement (MQM) and Tehreek e Minhajul Quran concluded. The victims were identified as Talib Hussain, Rehan Ullah, Tayyab and Hashim.
48281	2012	6	pakistan	At least five students were killed and 53 injured in a suicide attack that targeted a university bus near Federal Investigation Agency (FIA) office on Samungli Road in Quetta on June 18, reports The News. Earlier it was reported that four students were killed. According to the details, a suicide bomber blew himself up near the bus of Balochistan University of Information Technology (IT) at Samungli Road, killing five students and wounding 53 others, including four policemen and four female students. Lashkar e Jhangvi (LeJ) claimed the responsibility for the attack. The Indian Express added that the bus was carrying Shia students.
62026	2011	8	pakistan	Federal Minister of Interior Rehman Malik on August 8 said that no arms licences, except issued by National Database and Registration Authority (NADRA), would be valid after August 31 while all the arms licences issued by the Ministry of Interior would stand cancelled with effect from September 1, reports Daily Times. Talking to reporters after presiding over a high level meeting at the National Crisis Management Cell, he said that Karachi would be de weaponised in phases and extensive measures would be taken for the purpose. He said the criminals carrying illegal arms would be tried Anti Terrorism Act and Arms Ordinance 1969 while a special cell, headed by Deputy Inspector General (DIG) of Police, was being set up to deal with “extortion mafia”. It will be a non bailable offence with punishment starting from seven years to life imprisonment. The meeting decided that Rs 20,000 for automatic weapons and Rs 50,000 would be given for heavy weapons as award to informants. Their identity of the informers will be kept secret, the minister said. Malik said that a large scale campaign would be launched for recovery of illegal arms after August 31. The public at large has been warned not to carry any illegal weapon and surrender illegal weapons to the nearest police station voluntarily if they have any.
40	2015	1	bangladesh	General secretary of BNP s Ward 3 unit Giasuddin received shotgun pellets in his thighs as Police opened fire on blockaders in Kadamtoli area. In Feni District, executive magistrate Abdul Quader (35) was injured when blockaders exploded a crude bomb on his microbus on Shaheed Shahidullah Kaisar Road when he was patrolling streets to contain picketing.
