index	year	month	location	news
2330	2015	3	india	Border Security Force (BSF) personnel shot dead a Pakistani smuggler and recovered 24 kilogram of heroin from him, on March 28, reports The Times of India. The contraband has been recovered from Majhmian border outpost area close to the Indo Pak border in the Amritsar sector. Giving details of the seizure, BSF Inspector General (IG), Frontier, Anil Paliwal said that their troops had laid an ambush near the border on the intervening night of March 27 and 28. Soon, the troops observed some suspicious movement of Pakistani smugglers near the border who were trying to insert a plastic pipe through border fence to push heroin packets across.
7175	2015	1	pakistan	Supreme Court on January 6 restrained a local magistrate from proceeding on the bail application of Lashkar e Taiba (LeT) chief and mastermind of Mumbai 2008 attack (also known as 26 11) Zakiur Rehman Lakhvi until January 7,2014, when the apex court will take up the Government’s appeal against the suspension of his detention, reports Dawn. Also, the Islamabad High Court (IHC) issued notices to Lakhvi on the appeal filed by the Federal Investigation Agency (FIA), seeking cancellation of bail granted to him by the Anti Terrorism Court (ATC) in the Mumbai attacks case.A magistrate in Islamabad had to give a decision on the bail application, but a two judge Supreme Court bench, headed by Justice Jawwad S. Khawaja, stopped the judicial officer from passing any order until January 7. The court also issued notices to Lakhvi to answer the contention in the Government’s appeal, to be served upon him through the Adiala Jail superintendent, where the accused is currently detained. The court issued the notice with the observation that since there was also an IHC order in favour of Lakhvi, the court was also cognizant of the requirements of the fundamental rights of its citizens. “We will be lost if we deviate from the constitution,” Justice Khawaja observed.In a joint appeal, the Secretary Interior on behalf of the Federal Government, District Magistrate Islamabad Capital Territory (ICT) and Islamabad Senior Superintendent of Police, had sought the annulment of the December 29, 2014 Islamabad High Court (IHC) order, suspending Lakhvi’s detention orders. The Attorney General Salman Aslam Butt argued that High Court order was not sustainable in the light of earlier Supreme Court judgments and pointed out that Lakhvi was a member of the proscribed outfit Lashkar e Taiba (LeT) who was arrested in a terrorism case.But the court observed that the allegations against Lakhvi regarding his involvement in the Mumbai attacks was not relevant to the present appeal, since the court was only concerned with the West Pakistan Maintenance of Public Order (MPO) 1960, under which Lakhvi was currently detained.
18981	2014	1	pakistan	Armed militants snatched weapons from levies personnel in Panjgur District on January 12, reports Dawn. A levies official, on condition of anonymity, said that more than two dozen armed militants stormed a check post and snatched weapons from levies men. I have no information about the exact number of levies men, he said, adding that the levies men did not resist the attackers. The militants managed to escape after the attack and there was no immediate claim of responsibility.
60348	2011	4	pakistan	A suicide attack at the house of Deputy Inspector General (DIG) Investigations, Wazir Nasir Khan, in Quetta, the provincial capital of Balochistan, on April 7 (today) killed two persons, including the bomber and a Police Constable, reports The Express Tribune. Sources said that the attacker entered the Residential colony of Police officers early in the morning at around 8am, in an explosive laden car which he rammed into the house of DIG Investigations. As a result, one Police constable, who was standing at the gate, died and nine others, including DIG Khan and several children, were injured.
32566	2013	3	pakistan	Two persons were killed in separate incidents of firing in Khuzdar and Jaffarabad Districts of Balochistan, on March 26, reports Daily Times. Unidentified armed assailants fired at a shop located on Sardar Munir Mengal Road of Khuzdar and killed Abdul Ghaffar. The assailants managed to escape from the scene after the shooting.
6205	2015	11	india	Assam Director General of Police (DGP) Khagen Sarma on November 3 said that the Barak valley has been used continuously as a safe corridor by militant groups, reports The Telegraph. Sarma said that different militant groups had been importing arms and weapons to Assam from Myanmar and Bangladesh via the three Districts of the Barak valley Cachar, Karimganj and Hailakandi. The DGP, who held a meeting with the police officials of Cachar, Karimganj, Hailakandi and Dima Hasao Districts in Silchar, said a few years ago, the National Democratic Front of Bodoland (NDFB) and United Liberation Front of Asom (ULFA) had also used the Barak valley as a safe passage to bring arms from the neighbouring countries. According to him, the arms are being imported mainly from Myanmar to Mizoram and then these are carried to the Barak valley. Sarma, however, said the law and order situation in the state had improved a lot. He added that 13 different militant groups were currently in a ceasefire mode after having signed Suspension of Operation (SoO) agreements with the Government. Asked about the presence of Maoists in the valley area, Sarma said the Maoists had been trying to spread their base in two or three tea garden areas, but the Police were keeping a strict watch.
11767	2014	1	india	Two powerful bombs exploded in Shingjamei area near Imphal on January 1(today), reports The Times of India. The Improvised Explosive Devices (IED) was exploded through a remote controlled device when people were celebrating New Year Day around 5.30am. A team of police and Central Reserve Police Force (CRPF) rushed to the spot and cordoned off the area before launching a search operation. Different social organisations have appealed to militants not to explode bombs in crowded area.
47481	2012	5	pakistan	One Rasheed, an employee of a printing press, was killed while he was passing through the area when a bullet pierced his head. Another passerby identified as Farman succumbed to his injuries due to indiscriminate firing near Aligarh Colony.
34559	2013	9	pakistan	Security Forces (SFs) and the Tehreek e Taliban Pakistan (TTP) swapped prisoners in South Waziristan Agency (SWA) of Federally Administered Tribal Areas (FATA) on September 11 as a ‘confidence building measure’ ahead of formal peace negotiations, reports Dawn. According to sources, six TTP prisoners were handed over in exchange for two security personnel in Shoyee Khel area of Shawal in SWA. The sources identified the released militants as Ismail of Momi Karama, Suhail of Karama, Pirzada of Barond Moli Khan Srai and Ayaz and Farmanullah of Delai area. Sources said three of the TTP prisoners were released from the administration’s lock up in Wana and the other three from Army custody in Bannu (Khyber Pakhtunkhwa). The sources claimed that the freed militants were received with celebratory firing by TTP in Mir Ali. However, the Inter Service Public Relation (ISPR) denied the report. An official said no swap of prisoners had taken place and the report in this regard was just a rumour.
63281	2011	11	pakistan	Jama’at ud Dawa (JuD) on November 29 vowed to convert Pakistan into a Taliban state and to train young people to wage jihad (holy war) against America and India, reported Express Tribune. JuD activists as well as school children as young as 10 from various Districts were brought to the Lahore Press Club in buses and vans for the ‘Taleba Jama’at ud Dawa’ (Jama’at ud Dawa Students) protest against the November 26, 2011 NATO attack that killed 25 Pakistani soldiers in Federally Administered Tribal Areas (FATA). Addressing the rally at the Press Club, JuD leader Maulana Ameer Hamza said the army chief should know that he had the full support of the JuD, which would turn its followers into skilled fighters. “JuD will make all of its fighters into Taliban. There will be Taliban in Punjab University, in Government College, in Agriculture University Faisalabad,” he said. JuD leader Hafiz Saifullah Mansoor said they would kill 100 Americans for every Muslim killed. “Thousands of fighters are ready and waiting for a call from our leader Hafiz Saeed,” he said. However, students aged 10 to 15 from Jhumra Sandal Islamic School in Faisalabad District, and Tameer i Seerat Model School Sharaqpur in Sheikhupura District, said that they had thought they were going to a science exhibition and that’s what they had told their parents.
